id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,currency,price_period,title,description,property_type,operation_type,details,additionals,services,l4,l5,l6
51,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.3713942,-34.6218351,Argentina,Capital Federal,San Telmo,1.0,1.0,1.0,34.72,34.72,,USD,,"Bernardo De Irigoyen Al 1400 - Departamento en Venta en San Telmo, CABA de 34.72 m2 con 1 dormitorio, 1 baño, a .","Posesión Inmediata<br><br>Tras el éxito obtenido con el proyecto 9 de Julio Estudios, volvemos apostar a la zona con este nuevo emprendimiento implantado sobre la tradicional Av. 9 de julio. Junto con el estudio Monoblock, se diseño una torre de 14 pisos con amenities ubicados en el ultimo nivel. Con unidades de 1 ambiente ( de 35 m2 a 38 m2) y 2 ambientes ( de 48 m2), con un local comercial y oficinas ubicadas en la planta baja. El edificio cuenta con 35 cómodas cocheras a las que se accede con un monta autos ubicado en el acceso al edificio. El frente y contrafrente del l proyecto cuenta con vistas abiertas.<br><br>Las unidades se entregan con aire acondicionado frio/calor, doble vidrio térmico, anafes eléctricos, carpintería de aluminio y pisos vinílicos.<br><br>Hall de acceso de moderno diseño, agua caliente central<br><br>Amenities: Laundry I Solarium con ducha y parrilla I SUM<br><br>•APTO PROFESIONAL• COCHERAS OPCIONALES• UBICACION ESTRATEGICA<br><br>ubicación : a 2 cuadras del Subte C, a pasos del metrobus y de numerosas líneas de colectivos. A pocas cuadras de estación Constitución de trenes, y a metros del acceso a autopista.",Departamento,Venta,"Superficie 34.72m2, Ambientes 1, Baños 1, Dormitorios 1, Sup. Cubierta 31.72m2, Cantidad de pisos 14","SUM, Laundry",,,,
52,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.3788643,-34.6137123,Argentina,Capital Federal,Monserrat,2.0,1.0,1.0,40.69,40.69,,USD,,"Tacuari Al 400 - Departamento en Venta en Monserrat, CABA de 40.69 m2 con 1 dormitorio, 1 baño, a .","Excelente ubicación en calle Tacuarí al 400, entre Av. Belgrano y Venezuela. A metros de Av. Belgrano y Subte E, a 1 cuadra de Av. 9 de Julio y Subte C. Cerca de importantes universidades, monumentos y casco histórico de la ciudad. Gran variedad de transporte público y fácil acceso a importantes avenidas y autopistas.<br><br>GENERAL:<br><br>Hidrante incendio por pallier. <br>1 Matafuego por pallier. 2 Ascensores frecuencia variable – cabina y puerta planta baja en acero inoxidable – Capacidad 6 personas, Puertas automáticas 60m/m.Espejo en cabinas y piso en granito – Pantalla LED Tanques de reserva en acero inoxidable o plásticos. Cañerias de cloacas y pluviales en acueduct. Agua fría y cliente en termofusión. Escalera contra incendio con equipo presurizador, paredes y puertas resistentes al fuego. Laundry. Fachada en carpeta metálica/Aluminio con cristal laminado. Piso 14 Yacuzzi,Parrilla con mesas y sillas,Solarium con reposeras. <br><br>HALL DE ENTRADA :<br><br>Frente en mármol, Acero inoxidable y cristal. Piso en porcellanato. Paredes con buñas. Armados en cielorasos según diseño. Exterior c/adoquin de Porfido Patagónico. <br><br>DEPARTAMENTOS: <br><br>Splits frío-calor en dormitorios,estar,ambiente único y/o oficinas con circuito independiente. Bocas T.E y T.V.en dormitorios.estar.oficinas y ambiente único. Disyuntor diferencial. Porcellanato en estar,palliers,pasillo. Carpinteria aluminio anodizado Modena. Portero eléctrico (opcional visor) Puertas enchapadas lustradas. Manijas en bronce o bronce platil con diseño en puertas. Cristales float (Vasa) Cañeria de agua fría y caliente termofusión. Cañeria de cloacas y pluviales en Acueduct. Agua caliente por termotanque central. Instalación eléctrica con cable antiflama, llaves termomagnéticas y disyuntor diferencial. Instalación T.V. preparada para cable. <br>Pintura al latex en muros y cielorrasos. Pintura tipo lustre en puertas. Carpinteria metálica con esmalte sintético. <br><br>DORMITORIOS: <br><br>Placares espejados con bastidor en aluminio. Interiores de placard enchapados. Porcellanato en dormitorios. <br><br>ESTAR COMEDOR :<br><br>Porcellanato en Estar comedor,pasillo en 1º c/zócalo. <br><br>COCINA: <br><br>Piso de porcellanato. Paredes en cerámica sobre mesada. Muebles de cocina con bajo y alacena con puertas,manijas cromadas,cajoneras con guías metálicas y rodamientos. Mesada en granito con bacha doble en Acero Inoxidable. Grifería monocomando Cocina marca Longvie c/visor,4 hornallas y horno. <br><br>BAÑO PRINCIPAL: <br><br>Cerámicas en pisos. Paredes con cerámica altura total y guarda perimetral en mármol. Bañera enlozada. Artefactos Roca o similar. Vanitory con mesada de loza y/o mármol. Espejos integrales,accesorios. Grifería cierre cerámico Marca “Artica” o similar. <br><br>BALCON: <br><br>Piso y zócalo con cerámico. Baranda en aluminio anodizado oro c/vidrio laminado. <br><br>Se deja constancia que las medidas, superficies, m2 y proporciones consignadas son aproximados, al igual que las medidas parciales y/o de los ambientes esta sujeto a verificación y/o ajuste. El valor indicado de expensas esta sujeto a variación. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual<br><br><br><br>---<br>Se deja constancia que las medidas, superficies, m2 y proporciones consignadas son aproximados, al igual que las medidas parciales y/o de los ambientes esta sujeto a verificación y/o ajuste. El valor indicado de expensas esta sujeto a variación. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual.<br>---<br><br>CLICK APARTS <br><br>Contáctenos :<br><br><br><br>E-mail : ***<br>Web: clickaparts.com/<br>Facebook: /click.aparts<br>Instagram: /click.aparts",Departamento,Venta,"Superficie 40.69m2, Ambientes 2, Baños 1, Dormitorios 1, Sup. Cubierta 38m2, Cantidad de pisos 13","Aire Acondicionado, Patio, Laundry, Aceptan Mascotas, Balcón","Gas, Luz",,,
53,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.3607959005,-34.6105011101,Argentina,Capital Federal,Puerto Madero,4.0,3.0,5.0,177.0,177.0,,USD,,"Torre Renoir Marta Lynch 489, Piso 31, Torre 1  Puerto Madero ""residencias En Altura"" - Departamento en Venta en Puerto Madero, CABA de 177 m2 con 3 dormitorios, 5 baños, a .000.","Excelente Semipiso en Torres Renoir ¨Residencias en Altura"", uno de los rascacielos mas altos de la Argentina en el mejor lugar de Buenos Aires, <br>Las torres cuentan con variedad de amenities como piletas de natación climatizadas in/out door, gimnasio, areas de spa, sauna, baño turco, baño finlandes, ducha escosesa, hidromasaje, SUM, sector de juegos para niños, cocina y toilettes , laundry, seguridad 24hs. <br>El edificio posee un gran lobby en planta baja con techos de triple altura, puerta de ingreso giratoria, ascensores principales y de servicio, <br>El departamento se encuentra ubicado en la Torre 1, piso 31°, es de cómodas dimensiones, sumamente luminoso y con vistas extraordinarias. Muy buena distribución; ingresando a un amplio hall de recepción con placard de visita y toilette, gran living comedor con excelente vista panorámica a la reserva ecológica y el Río de la Plata. Todo muy luminoso y abierto.<br>Muy buena Suite principal con vistas a Puerto Madero, vestidor y baño completo con hidromasaje y ducha.<br>Además, dos dormitorios mas en suite con muy buenos placares, ducha escocesa. <br>Doble circulación, cocina, lavadero, y dependencias con baño. Entrada de servicio.<br>Todo el departamento se encuentra en excelente estado, de generosas dimensiones y muy lindas visuales desde todos los ambientes.<br> Posee 1 cochera en segundo subsuelo y baulera tipo jaula. Seguridad 24hs.<br>calefacción central frio calor por aire<br><br><br><br><br>Inmobiliaria NARVAEZ<br><br>Av. Del Libertador 15.878, San Isidro, Buenos Aires, Argentina<br> / <br>@inmobiliarianarvaez<br> <br>CSI 4169 CUCICBA 6062",Departamento,Venta,"Superficie 177m2, Ambientes 4, Baños 5, Cocheras 1, Dormitorios 3, Toilette 1, Sup. Cubierta 177m2, Antigüedad6 años, Cantidad de pisos 1","Seguridad, Calefacción, SUM, Laundry, Gimnasio","Gas, Luz",,,
54,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4372865,-34.5957558,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,46.19,46.19,,USD,,"Aguirre Al 700 - Departamento en Venta en Villa Crespo, CABA de 46.19 m2 con 1 dormitorio, 1 baño, a .","2 ambientes al&nbsp; frente en muy buen estado de conservación, con todos los ambientes y la cocina mirando al frente y el baño con ventilación&nbsp; Posee placares amplios con bauleras en alto y otra baulera en el pasillo. Excelente ubicación, en el corazon de la zona outlet.&nbsp; El edificio esta ubicado a 3 cuadras de av. Corrientes y del subte B estación Malabia,&nbsp; &nbsp;próximo a zona bancaria y comercial, Metrobús, a una cuadra de Scalabrini Ortiz.<br> <br><br><br><br>Se deja constancia que los m2 son aproximados, al igual que las medidas parciales y el valor consignado de las expensas mensuales (en caso que corresponda pago de expensas) están sujetos a verificación y/o ajustes, el precio del inmueble puede ser modificado sin previo aviso. En el caso de tratarse de un inmueble en construcción los detalles de terminación y la fecha de entrega están sujetos a revisión. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. En caso de tratarse de un terreno, la información de m2 construibles es orientativa, debiendo ser constatada por el interesado. Inmueble no accesible para personas con discapacidad física LEY 5115. Únicamente en el caso de tratarse de alquiler de vivienda familiar, rige lo indicado en la LEY 5859.",Departamento,Venta,"Superficie 46.19m2, Ambientes 2, Baños 1, Dormitorios 1, Sup. Cubierta 42.99m2, Antigüedad50 años",Aire Acondicionado,Gas,,,
55,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4507912,-34.6101087,Argentina,Capital Federal,Caballito,1.0,0.0,1.0,38.0,38.0,,USD,,"Pujol 1095 - Departamento en Venta en Caballito, CABA de 38 m2, 1 baño, a .","ESPECTACULAR MONOAMBIENTE A ESTRENAR DE 38 metros con BALCON de muy BAJAS<br>EXPENSAS en la calle Pujol y Av. Gaona, en el barrio de CABALLITO. UBICACIÓN -<br>Sobre Av. Gaona - A 450 mts de Plaza Irlanda - A 450 mts del Cid Campeador - A<br>1000 mts de Parque Centenario - Cerca de;Av. Juan b. Justo/ Av. San Martin / Av.<br>Honorio Pueyrredon/ Av. Diaz Velez/ Av, Angel Gallardo - Múltiples líneas de<br>colectivos METRAJE - 38,2m2 Totales - 32,2m2 Cubiertos DEPARTAMENTO - 1 ambiente<br>- Amplio Balcón - Iluminación Natural - Amplio comedor - 1 Baño Completo<br>TERMINACIONES - Pisos porcelanato de primera calidad. - Muebles de cocina bajo<br>mesada - Losa sanitaria y grifería de primera linea. - Pre-instalación de aire<br>acondicionado - Cielorraso de yeso aplicado con buña. AMENITIES - SUM - TERRAZA<br>- PARRILLA - PILETA - SOLARIUM EXPENSAS 4.000 PESOS PRECIO: <br>Comercializa Century 21",Departamento,Venta,"Superficie 38m2, Ambientes 1, Baños 1, Sup. Cubierta 32m2","SUM, Balcón, Terraza","Gas, Luz",,,
56,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4871299,-34.5974825,Argentina,Capital Federal,Villa del Parque,2.0,1.0,1.0,46.98,46.98,,USD,,"Av. San Martín Al 4900 - Departamento en Venta en Villa del Parque, CABA de 46.98 m2 con 1 dormitorio, 1 baño, a .","Excelente y moderno monoambiente convertido en un 2 ambientes con tabique divisorio, ideal para vos que vivís solo/a y para parejas.<br>2do piso al frente, con amplio balcón.<br>Cocina abierta con barra desayunadora y muebles sobre y bajo mesada.<br>Pisos flotantes, A/A tipo Split frío.<br>Baño completo. Placard principal en living comedor y placard adicional para ropa blanca. <br>El edificio cuenta con piscina con cerco perimetral, solarium verde, parrilla, laundry y SUM.<br>Entrada con rampa para discapacitados<br>Encargado con vivienda en el edificio.<br>El servicio de agua (Aysa) está incluído en las expensas.<br>Ideal para los que quieren disfrutar de un espacio al aire libre con familia o amigos sin salir de casa!!<br>¿Te lo vas a perder? Verlo es comprarlo!!<br>Llamanos y agendamos una visita<br><br>La intermediación y conclusión de las operaciónes se llevan a cabo por el corredor matriculado: Marina Carpanelli, CUIT nro.27-23326893-9, CPI 8207 y Juan Pablo Pignataro CMCPSI 6560 Guatemala 5901, Palermo - CABA.<br><br>Las fotos, descripciones y demás datos, son meramente descriptivos. Las medidas, porcentuales, superficies y designaciones exactas surgen del reglamento de copropiedad y administración, del plano de mensura y división del inmueble. El precio puede estar sujeto a modificaciones.",Departamento,Venta,"Superficie 46.98m2, Ambientes 2, Baños 1, Dormitorios 1, Sup. Cubierta 42.33m2, Antigüedad15 años, Cantidad de pisos 8","Pileta, Aire Acondicionado, SUM, Laundry, Balcón","Gas, Luz",,,
57,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4710892,-34.5814621,Argentina,Capital Federal,Villa Urquiza,4.0,3.0,1.0,86.0,86.0,,USD,,"Roseti Al 2100 - PH en Venta en Villa Urquiza, CABA de 86 m2 con 3 dormitorios, 1 baño, a .","PH de 4 ambientes con patio, ubicado sobre la calle Roseti, esquina Donado. A 100 mts de Av. Triunvirato.<br>Cercano a medios de transportes (SUBTE LINEA ""B"") <br>3 propiedades sobre el mismo terreno.<br><br>PB: Ingreso a comedor diario, amplia cocina con calefon<br>Living comedor de 4 x 4 <br>Dormitorio principal con generosas medidas.<br>Lavadero<br><br>1er piso: hall de distribución y escritorio<br>Dormitorio secundario de 4 x 4 con pisos de madera. <br>Tercer dormitorio con pisos cerámicos.<br>Patio semicubierto con posibilidad de parrilla<br><br>El inmueble no es accesible para personas con discapacidades físicas.<br><br>Mat. 7977 (CUCICBA)",PH,Venta,"Superficie 86m2, Ambientes 4, Baños 1, Dormitorios 3, Sup. Cubierta 80m2, Antigüedad30 años, Cantidad de pisos 2","Aire Acondicionado, Aceptan Mascotas, Terraza","Gas, Luz",,,
58,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.405008,-34.5893636,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,92.0,92.0,,USD,,"Juncal Al 2700 - PH en Venta en Recoleta, CABA de 92 m2 con 2 dormitorios, 1 baño, a .","ENCUENTRA TU ESPACIO DE DISEÑO, LUZ Y ARMONIA. ZONA HERMOSA Y DE PAZ.<br>PH 3 ambientes en Recoleta, con patio propio, SIN EXPENSAS. Ubicado entre Austria y Aguero.<br>Toilette para recibir a tus invitados. Hermosa cocina abierta con lavadero separado y vista al patio, barra para integrar al Amplio y luminoso living comedor. Al subir las escaleras te encuentras con 2 habitaciones. Baño completo. Habitación principal con balcón francés, cuenta con un espacio que puede ser una 3 habitación o seguir utilizándolo como vestier.<br>IMPORTANTE: ESTOS PRECIOS ESTAN SUJETOS A APROBACION DEL PROPIETARIO<br><br><br> <br><br>TASAMOS TU PROPIEDAD EN EL DIA<br>Contamos con profesionales especialmente entrenados para tasar el valor real de los inmuebles y establecer los criterios adecuados para la cotización del mismo, respetando el patrimonio del cliente que nos confía su propiedad. <br>MATRICULA CUCICBA 3512",PH,Venta,"Superficie 92m2, Ambientes 3, Baños 1, Dormitorios 2, Toilette 1, Sup. Cubierta 84.6m2, Antigüedad80 años, Cantidad de pisos 1","Patio, Balcón","Gas, Luz",,,
59,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4885216,-34.6116872,Argentina,Capital Federal,Villa del Parque,3.0,2.0,2.0,117.97,117.97,,USD,,"Campana Al 2000 - PH en Venta en Villa del Parque, CABA de 117.97 m2 con 2 dormitorios, 2 baños, a .","EXCELENTE PH RECICLADO X ARQUITECTOS EN VILLA DEL PARQUE!!!3 AMBIENTES Y MEDIO, EN 2 PLANTAS Y SIN EXPENSAS!!! EN PLANTA BAJA: HALL DE ENTRADA AMPLIO (1/2 AMBIENTE) CON PISOS DE CERAMICOS ORIGINAL, 2 AMBIENTES (DORMITORIO Y LIVING) AMBOS CON PISOS DE PINOTEA ORIGINALES,, TOILETTE CON DUCHA, COCINA Y PATIO CON BAJO ESCALERA CON CONEXION PARA LAVARROPAS.EN PLANTA ALTA: DORMITORIO PRINCIPAL (SUIT) CON PLACARD CON BAÑO COMPLETO CON BAÑERA, SALIDA A TERRAZA A NIVEL Y PARRILLA!!!<br>SUP CUB: 75m2, SUP SEMICUBIERTA: 6m2, SUP DESC: 36m2, SUP TOTAL: 117,97m2 <br>EXCELENTE PROPIEDAD SIN EDIFICIOS ALREDEDOR Y A 1 CUADRA DE AV. ALVAREZ JONTE y A 4 CUADRAS DE AV. NAZCA Y SIN EXPENSAS!!!",PH,Venta,"Superficie 117.97m2, Ambientes 3, Baños 2, Dormitorios 2, Toilette 1, Sup. Cubierta 75m2, Antigüedad8 años, Cantidad de pisos 2",Terraza,Gas,,,
60,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.3989002,-34.6024352209,Argentina,Capital Federal,Balvanera,2.0,1.0,1.0,35.95,35.95,,USD,,"Tucumán Al 2200, Entre Pasteur Y Pres. J. E. Uriburu - Departamento en Venta en Balvanera, CABA de 35.95 m2 con 1 dormitorio, 1 baño, a .","VENTA DEPARTAMENTO DE 2 AMBIENTES EN BALVANERA<br>Tucumán al 2200, entre Pasteur y Pres. J. E. Uriburu<br><br>Superficie total 48,37 m². Compuestos de 35,95 m² cubiertos + 12,42 m² comunes. Departamento muy luminoso. Hall de entrada. Living comedor. Hall de distribución. Cocina independiente con muebles completos .y artefacto a gas. Dormitorio con amplio placard de piso a techo con escritorio. Agua caliente individual por calefón y calefacción por tiro balanceado.<br><br>IMPORTANTE: ESTOS PRECIOS ESTAN SUJETOS A APROBACION DEL PROPIETARIO<br><br>TASAMOS TU PROPIEDAD EN EL DIA<br>Contamos con profesionales especialmente entrenados para tasar el valor real de los inmuebles y establecer los criterios adecuados para la cotización del mismo, respetando el patrimonio del cliente que nos confía su propiedad. <br>MATRICULA CUCICBA 3512",Departamento,Venta,"Superficie 35.95m2, Ambientes 2, Baños 1, Dormitorios 1, Sup. Cubierta 35.95m2, Antigüedad60 años, Cantidad de pisos 8",,"Gas, Luz",,,
61,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4443533,-34.6201991,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,38.0,38.0,,USD,,"Yerbal Al 900 - Departamento en Venta en Caballito, CABA de 38 m2 con 1 dormitorio, 1 baño, a .","Departamento en Venta (Ideal Primera vivienda o Inversión)<br><br><br>Muy buena ubicación, sobre Yerbal al 900<br><br><br>2 ambientes, en piso 3, de un total de 9 pisos<br><br><br>El departamento está listo para mudarse, escritura directa, no necesita reubicación<br><br><br>La cocina y el baño se han&nbsp; modernizado (ver detalles en fotos y video)<br><br><br>Cocina separada, Baño completo, habitacion principal y living&nbsp; con placards y espacio de guardado, A/A frio en Living y Dormitorio<br><br><br>Posee conexión para Lavarropas y una muy amplia terraza (de uso común)<br><br><br>Sin Balcón, todos sus ambientes ventilan al Aire y Luz del edificio<br><br><br>Piso parquet en muy buen estado<br><br><br>El edificio cuenta con 2 ascensores y encargado<br><br><br>Expesas $ 5500 (Marzo 2022)<br><br><br>Corredor Matriculado: Gustavo Doctorovich, matrícula 6801<br><br><br><br>!!!! <br><br><br><br>Transportes Cercanos<br>Colectivos: 1, 2, 5, 8, 25, 26, 36, 49, 53, 55, 84, 85, 86, 88, 92, 96, 103, 104, 132, 136, 141, 163, 172, 180, 181<br>Subtes (Metro): PRIMERA JUNTA (Línea A)<br>Trenes: Caballito (SARMIENTO)<br>Datos útiles<br>Barrio: Caballito<br>Comuna: Comuna 6<br>Área Hospitalaria: HTAL. DR. C.G. DURAND<br><br><br><br><br><br>La descripción del inmueble, expensas, impuestos, servicios y medidas han sido proporcionados por el propietario. Pueden no ajustarse a sus características y medidas reales y/o actuales. Los datos brindados pueden no estar actualizados a la hora de la visualización del aviso. Pueden existir inexactitudes, producto del paso del tiempo. Previo a la realización de cualquier operación, el interesado deberá verificar la veracidad de la información, requiriendo las copias necesarias de la documentación.",Departamento,Venta,"Superficie 38m2, Ambientes 2, Baños 1, Dormitorios 1, Sup. Cubierta 38m2, Antigüedad50 años, Cantidad de pisos 9","Aire Acondicionado, Aceptan Mascotas, Balcón, Terraza","Gas, Luz",,,
62,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4474113,-34.5971027,Argentina,Capital Federal,Villa Crespo,5.0,4.0,2.0,110.0,110.0,,USD,,"Juan B. Justo  3500 6*  Piso Fte.  % Amb. C/ Balcón.   Sup. 110m2. Por Por M2. . - Departamento en Venta en Villa Crespo, CABA de 110 m2 con 4 dormitorios, 2 baños, a .","***<br><br>Hall de entrada, living comedor, 3 dormitorios, escritorio, cocina - comedor diario, 2 baños completos, <br>Instalaciones totalmente recicladas.<br>___________________________<br><br>Especificaciones técnicas:<br><br>Cielorrasos y paredes de enlucido de yeso pintadas al látex.<br>Carpinterías de madera ( puertas, zócalos ) terminación al esmalte sintético semimate/ brillante.<br>Carpinterías metálicas ( perfileria de hierro ): al esmalte sintético brillante.<br>Pisos de parquet de caldén en living y dormitorios y cerámica en cocina, baños y áreas de servicio.<br>_______________________________________________________________________________________________<br><br>Barrio Villa Crespo.<br>________________________________________________________________________________________________________________________<br>Ref, histórica:<br><br>Juan B. Justo<br><br>Juan Bautista Justo (Buenos Aires, 28 de junio de 1865-Los Cardales, 8 de enero de 1928), más conocido como Juan B. Justo, fue un médico, periodista, político, parlamentario y escritor argentino, fundador del Partido Socialista de Argentina (que presidió hasta su muerte), del periódico La Vanguardia y de la cooperativa El Hogar Obrero. Se desempeñó como diputado y senador nacional. Fue defensor del socialismo de libre mercado1?y el Movimiento cooperativo autogestionario <br><br><br><br><br>------------------------------------------<br><br>AVISO LEGAL<br><br>Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario a la inmobiliaria que publica el anuncio y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.<br><br>------------------------------------------",Departamento,Venta,"Superficie 110m2, Ambientes 5, Baños 2, Dormitorios 4, Sup. Cubierta 102m2, Antigüedad40 años",,"Gas, Luz",,,
63,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.3708529,-34.6274678,Argentina,Capital Federal,San Telmo,1.0,,1.0,52.66,52.66,,USD,,"Defensa Al 1600 - Departamento en Venta en San Telmo, CABA de 52.66 m2, 1 baño, a .","Una vez más decidimos trabajar en San Telmo, el barrio más característico&nbsp;de Buenos Aires. Junto con el Arquitecto Daniel Becker, diseñamos este bonito edificio que combina arquitectura clásica y moderna. Defensa 1657, un proyecto de 11 niveles con unidades de 1 y 3 ambientes.<br>El proyecto se encuentra ubicado en el tradicional barrio porteño de San Telmo, un barrio que en los últimos años se revalorizó completamente. Se emplaza sobre la calle Defensa 1657, en una zona residencial, profesional y turística.<br><br>Así&nbsp;mismo, está próximo a lugares públicos y de entretenimiento, parques y plazas y a varios transportes públicos de la ciudad, lo que revaloriza el producto, convirtiendo al proyecto en un edificio de alta categoría.<br> <br>El proyecto se destaca por la combinación de arquitectura clásica y&nbsp;contemporánea que tiene su fachada, producto de la conversación&nbsp;del frente patrimonial y el diseño desarrollado por el arquitecto Daniel Becker.<br> <br>- Piso vinílico.- Carpintería de aluminio DVH.- Muebles d e cocina revestidos en Melamina.- Mesadas de granito en cocina y mármol en baño.- Griferías y artefactos sanitarios de primera marca.- Hall de acceso con doble altura y clásico diseño.- Anafes eléctricos en monoambientes y cocinas en eléctrica.- Aire acondicionado frio y calor instalado.- Laundry.- Agua caliente central.- Cerradura electrónica en las puertas de acceso a los departamentos.<br>""Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales está sujeto a verificación y/o ajuste. Fotos de carácter no contractual.""<br><br><br>*La presente oferta de venta está condicionada a la confección del COTI por parte del propietario. (Res.AFIP 2371). Las medidas son aproximadas y orientativas. Las medidas exactas surgirán del título de propiedad*<br><br><br><br> <br> “En cumplimiento de la Ley 2340 CUCICBA, Ley 10.973 de la Prov.Bs.As., Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria.”",Departamento,Venta,"Superficie 52.66m2, Ambientes 1, Baños 1","Aire Acondicionado, SUM, Laundry, Gimnasio",Luz,,,
64,Propiedad,2022-04-01,2022-04-01,2022-04-01,-58.4347198,-34.6089988,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,49.26,49.26,,USD,,"Otamendi Al 600 - Departamento en Venta en Caballito, CABA de 49.26 m2 con 1 dormitorio, 1 baño, a .","LINDO DPTO, A METROS DEL PARQUE CENTENARIO, RECICLADO A NUEVO!<br>La unidad consta de un acceso a través de un hall de recepción, que nos conecta con el living comedor, de cómodas medidas, ventana al frente, orientación Este, por lo que prepondera el sol de mañana. Cuenta con un dormitorio, con medidas generosas y placard empotrado, salida a balcón con vista al Parque Centenario y la Avenida Diaz Vélez. Posee cocina completa, con muebles alacena y bajomesada completos, lavadero incorporado, comedor diario y baño completo, con bañera y ventana al exterior. Servicios individuales (agua caliente por termotanque y calefacción individual). Pisos de madera en muy buen estado. 5 pisos en total.<br>El estado general de la unidad es impecable, ya que fue reciclado hace algunos años y se cambiaron cañerías de agua y luz. El edificio esta en optimas condiciones. Excelente ubicación, diversos medios de transporte a pocos metros, la vista verde del Parque Centenario y la conexión con las diferentes arterias de la Ciudad. OPORTUNIDAD!<br><br><br><br><br>Se deja constancia que los m2 son aproximados, al igual que las medidas parciales y el valor consignado de las expensas mensuales (en caso que corresponda pago de expensas) están sujetos a verificación y/o ajustes, el precio del inmueble puede ser modificado sin previo aviso. En el caso de tratarse de un inmueble en construcción los detalles de terminación y la fecha de entrega están sujetos a revisión. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. En caso de tratarse de un terreno, la información de m2 construibles es orientativa, debiendo ser constatada por el interesado. Inmueble no accesible para personas con discapacidad física LEY 5115. Únicamente en el caso de tratarse de alquiler de vivienda familiar, rige lo indicado en la LEY 5859.",Departamento,Venta,"Superficie 49.26m2, Ambientes 2, Baños 1, Dormitorios 1, Sup. Cubierta 46.33m2, Antigüedad45 años, Cantidad de pisos 1",Balcón,,,,
